# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	308170	308520	-	CR182_00413		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A345DRB3, UniRef:UniRef90_A0A345DRB3
contig_1	cds	308732	309115	-	CR182_00414		(pseudo) 7-cyano-7-deazaguanine synthase	EC:2.8.1.4, KEGG:K03151, SO:0001217, UniRef:UniRef50_UPI00313ED28A, UniRef:UniRef90_UPI00313ED28A
contig_1	cds	309137	309376	-	CR182_00415		hypothetical protein	PFAM:PF02926.22
contig_1	cds	309719	311434	-	CR182_00416		Septation ring formation regulator	KEGG:K06286, SO:0001217, UniRef:UniRef50_R4UEN5, UniRef:UniRef90_A0A0K2JFV9
contig_1	cds	311727	311921	+	CR182_00417		hypothetical protein	
contig_1	cds	311909	312340	+	CR182_00418		Small ribosomal subunit protein uS4	SO:0001217, UniRef:UniRef50_W4RV18
contig_1	cds	312616	312849	-	CR182_00419		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A432ZVK1, UniRef:UniRef90_UPI0032B2CE51
contig_1	cds	313004	313141	-	CR182_00420		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	313531	313830	-	CR182_00421		transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FEP8, UniRef:UniRef90_UPI0037DCD7EA
contig_1	cds	313893	314063	-	CR182_00422		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0037DDA100, UniRef:UniRef90_UPI0037DDA100
contig_1	cds	314489	314593	+	CR182_00423		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A345DRB9, UniRef:UniRef90_A0A345DRB9
contig_1	cds	315266	315628	-	CR182_00424		Putative n-acetylglucosamine-6-phosphate deacetylase n-terminal and c-terminal truncated protein	SO:0001217, UniRef:UniRef50_Q14LS7
contig_1	cds	315863	316240	-	CR182_00425	nagA	(pseudo) N-acetylglucosamine-6-phosphate deacetylase	EC:3.5.1.25, GO:0006044, GO:0008448, KEGG:K01443, SO:0001217, UniRef:UniRef50_A0A2P6FF03, UniRef:UniRef50_UPI001F26B50D, UniRef:UniRef90_UPI001FEC9D6E
contig_1	cds	316264	316956	-	CR182_00426		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JFF7, UniRef:UniRef90_A0A0K2JFF7
contig_1	tRNA	317052	317127	-	CR182_00427	trnF	tRNA-Phe(gaa)	SO:0000267
contig_1	tRNA	317133	317208	-	CR182_00428	trnD	tRNA-Asp(gtc)	SO:0000256
contig_1	tRNA	317211	317285	-	CR182_00429	trnfM	tRNA-fMet(cat)	SO:0000266
contig_1	tRNA	317337	317429	-	CR182_00430	trnS	tRNA-Ser(tga)	SO:0000269
contig_1	tRNA	317462	317538	-	CR182_00431	trnI	tRNA-Ile2(cat)	SO:0000263
contig_1	tRNA	317540	317616	-	CR182_00432	trnM	tRNA-Met(cat)	SO:0000266
contig_1	tRNA	317648	317723	-	CR182_00433	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	tRNA	317740	317816	-	CR182_00434	trnP	tRNA-Pro(tgg)	SO:0000268
contig_1	tRNA	317839	317915	-	CR182_00435	trnR	tRNA-Arg(acg)	SO:0001036
contig_1	tRNA	317957	318032	-	CR182_00436	trnC	tRNA-Cys(gca)	SO:0000258
contig_1	cds	318123	319742	-	CR182_00437	dhaL	DhaL domain-containing protein	SO:0001217, UniRef:UniRef50_A0A654INU3, UniRef:UniRef90_A0AAI9T388
contig_1	cds	319732	319836	-	CR182_00438		hypothetical protein	
contig_1	cds	319854	320192	-	CR182_00439		Asp23/Gls24 family envelope stress response protein	SO:0001217, UniRef:UniRef50_R4UEP0, UniRef:UniRef90_A0A0K2JFV4
contig_1	cds	320568	321032	-	CR182_00440		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EN13
contig_1	cds	320974	321312	-	CR182_00441		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FCQ3
contig_1	cds	321558	321722	+	CR182_00442		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FEI7, UniRef:UniRef50_UPI0030D4AE27, UniRef:UniRef90_A0A2P6FEI7
contig_1	cds	322529	322705	+	CR182_00443		(pseudo) Transposase of IS30 family protein	SO:0001217, UniRef:UniRef50_A0A0K2JHK0, UniRef:UniRef50_UPI0032B27D7A, UniRef:UniRef90_UPI0030CB07F5
contig_1	cds	322709	322888	+	CR182_00444		(pseudo) Transposase	SO:0001217, UniRef:UniRef50_A0A433ER85, UniRef:UniRef90_A0A433ER85
contig_1	cds	323644	323841	+	CR182_00445	rpmB	50S ribosomal protein L28	COG:COG0227, COG:J, GO:0003735, GO:0005840, GO:0006412, SO:0001217, UniRef:UniRef50_Q81WI0, UniRef:UniRef90_R4UMD4
contig_1	tRNA	323949	324033	+	CR182_00446	trnL	tRNA-Leu(caa)	SO:0000264
contig_1	cds	324088	324696	-	CR182_00447		thiamine diphosphokinase	EC:2.7.6.2, GO:0004788, GO:0006772, KEGG:K00949, SO:0001217, UniRef:UniRef50_A0A0K2JFF4, UniRef:UniRef90_UPI003283B425
contig_1	cds	324683	325363	-	CR182_00448	rpe	ribulose-phosphate 3-epimerase	EC:5.1.3.1, GO:0004750, GO:0006098, SO:0001217, UniRef:UniRef50_A0A2S8NQS2, UniRef:UniRef90_A0A0K2JFE9
contig_1	cds	325376	326245	-	CR182_00449	rsgA	ribosome small subunit-dependent GTPase A	EC:3.1.3.100, EC:3.6.1.-, GO:0003924, GO:0005525, GO:0006412, GO:0043022, KEGG:K06949, SO:0001217, UniRef:UniRef50_S5M0K4, UniRef:UniRef90_A0A0K2JFU9
contig_1	cds	326252	327265	-	CR182_00450		Protein kinase	SO:0001217, UniRef:UniRef50_W0GM50, UniRef:UniRef90_Q14LR5
contig_1	cds	327359	328120	-	CR182_00451		Serine/threonine phosphatase stp	EC:3.1.3.16, KEGG:K20074, SO:0001217, UniRef:UniRef50_A0A0L1IJC0, UniRef:UniRef90_A0A2P6FF27
contig_1	cds	328276	328749	-	CR182_00452	rlmN	Putative dual-specificity RNA methyltransferase RlmN	SO:0001217, UniRef:UniRef50_A0A645G7V1
contig_1	cds	329412	329660	+	CR182_00453		hypothetical protein	
contig_1	cds	329870	331039	-	CR182_00454		(pseudo) PTS transporter subunit EIIC	SO:0001217, UniRef:UniRef50_R4U6Z1, UniRef:UniRef90_UPI0037DCE36B
contig_1	cds	331054	331293	-	CR182_00455		hypothetical protein	
contig_1	cds	331640	331792	+	CR182_00456		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FAM1, UniRef:UniRef50_UPI00313F2ADF, UniRef:UniRef90_UPI0037DD9F5D
contig_1	cds	331807	332091	+	CR182_00457		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FBT4
contig_1	cds	332119	332307	+	CR182_00458		transposase family protein	SO:0001217, UniRef:UniRef50_UPI0037DD3701, UniRef:UniRef90_UPI0037DD3701
contig_1	cds	332329	332466	+	CR182_00459		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	332624	332809	-	CR182_00460		hypothetical protein	
contig_1	cds	333047	333643	+	CR182_00461		hypothetical protein	PFAM:PF01418.23
contig_1	cds	333601	333855	+	CR182_00462		(pseudo) Transposase	SO:0001217, UniRef:UniRef50_A0AAX3T064, UniRef:UniRef90_UPI00209D5C42
contig_1	cds	334105	334443	+	CR182_00463		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A222EPG5
contig_1	cds	334534	334794	+	CR182_00464		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6I6C9V8, UniRef:UniRef90_UPI00209F0422
contig_1	cds	334822	335754	-	CR182_00465	pfkB	1-phosphofructokinase	EC:2.7.1.56, GO:0008662, SO:0001217, UniRef:UniRef50_A0A0K2JGE0, UniRef:UniRef90_A0A0K2JGE0
contig_1	cds	335825	337888	-	CR182_00466		Fructose-specific IIABC component	SO:0001217, UniRef:UniRef50_A0A0H3XKT3, UniRef:UniRef90_Q9RMF5
contig_1	cds	338026	338421	-	CR182_00467		(pseudo) DeoR/GlpR transcriptional regulator	SO:0001217, UniRef:UniRef50_A0AAX3SY83, UniRef:UniRef50_UPI0024831E34, UniRef:UniRef90_A0AAX3SY83
contig_1	cds	338674	340533	-	CR182_00468	infB	translation initiation factor IF-2	GO:0003743, GO:0003924, GO:0005525, GO:0005737, GO:0006413, SO:0001217, UniRef:UniRef50_Q6F1H1, UniRef:UniRef90_A0A345DRE2
contig_1	cds	340557	340862	-	CR182_00469		50S ribosomal protein L7ae-like protein	SO:0001217, UniRef:UniRef50_A0A2P6FF13, UniRef:UniRef90_Q14LL0
contig_1	cds	340865	341140	-	CR182_00470	rnpM	RNase P modulator RnpM	SO:0001217, UniRef:UniRef50_W0GM60, UniRef:UniRef90_A0AAI9T3E5
contig_1	cds	341160	342575	-	CR182_00471	nusA	Transcription termination/antitermination protein NusA	SO:0001217, UniRef:UniRef50_R4U700, UniRef:UniRef90_A0A345DRE5
contig_1	cds	342838	343047	-	CR182_00472	rimP	(pseudo) Ribosome maturation factor RimP	SO:0001217, UniRef:UniRef50_A0A2P6F9X0, UniRef:UniRef50_UPI0030CAB745, UniRef:UniRef90_A0A0K2JFD5
contig_1	cds	344653	345105	-	CR182_00473		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	345828	346022	-	CR182_00474		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JFT1
contig_1	cds	346028	347563	-	CR182_00475		Sodium-dependent transporter	SO:0001217, UniRef:UniRef50_W0GRI1, UniRef:UniRef90_A0A0K2JFU3
contig_1	cds	347621	349276	-	CR182_00476		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A0K2JGC8
contig_1	cds	349401	349550	-	CR182_00477		methylated-DNA--[protein]-cysteine S-methyltransferase	SO:0001217, UniRef:UniRef50_UPI0025EC47E1
contig_1	cds	349753	349926	-	CR182_00478		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4D73C1, UniRef:UniRef90_UPI001F4D73C1
contig_1	cds	350333	350521	+	CR182_00479		Transposase	SO:0001217, UniRef:UniRef50_A0A0C2DZP3
contig_1	cds	350695	351270	+	CR182_00480		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0UBP0
contig_1	cds	351552	352010	+	CR182_00481		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433ERG5
contig_1	cds	352199	352555	-	CR182_00482		binary toxin-like calcium binding domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D45AEE, UniRef:UniRef90_UPI0030D45AEE
contig_1	cds	353268	353378	-	CR182_00483		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0AAX3SYD5, UniRef:UniRef90_A0AAX3SYD5
contig_1	cds	353498	353863	-	CR182_00484		PTS system IIBC component	SO:0001217, UniRef:UniRef50_A0A1J0U1M5, UniRef:UniRef90_A0A0K2JFS6
contig_1	cds	353866	354672	-	CR182_00485		Inorganic polyphosphate/ATP-NAD kinase	EC:2.7.1.23, KEGG:K00858, SO:0001217, UniRef:UniRef50_W0GNK7, UniRef:UniRef90_A0A0K2JFT8
contig_1	cds	355332	356039	-	CR182_00486		NarG-like domain-containing protein	SO:0001217, UniRef:UniRef50_W6ALK9
contig_1	cds	356087	358504	-	CR182_00487	leuS	leucine--tRNA ligase	EC:6.1.1.4, GO:0000166, GO:0004823, GO:0005524, GO:0006429, KEGG:K01869, SO:0001217, UniRef:UniRef50_Q6MSR0, UniRef:UniRef90_A0A0K2JFC3
contig_1	cds	358832	359026	+	CR182_00488		hypothetical protein	
contig_1	cds	359101	359277	+	CR182_00489		hypothetical protein	
contig_1	cds	359492	359734	+	CR182_00490		(pseudo) Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_R4U4M9, UniRef:UniRef90_A0A0K2JFS0
contig_1	cds	360195	360311	-	CR182_00491		hypothetical protein	
contig_1	cds	360356	360667	-	CR182_00492	trxA	thioredoxin	GO:0015035, SO:0001217, UniRef:UniRef50_V5RHE3, UniRef:UniRef90_A0A0K2JFP5
contig_1	cds	360722	361336	-	CR182_00493		HAD-IIB family hydrolase	SO:0001217, UniRef:UniRef50_UPI0030D5B440
contig_1	cds	362147	362284	-	CR182_00494		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	362552	362890	-	CR182_00495		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FCQ3
contig_1	tRNA	363835	363919	-	CR182_00496	trnL	tRNA-Leu(tag)	SO:0000264
contig_1	tRNA	363937	364012	-	CR182_00497	trnK	tRNA-Lys(ttt)	SO:0000265
contig_1	tRNA	364021	364096	-	CR182_00498	trnT	tRNA-Thr(tgt)	SO:0000270
contig_1	tRNA	364113	364188	-	CR182_00499	trnV	tRNA-Val(tac)	SO:0000273
contig_1	tRNA	364193	364268	-	CR182_00500	trnE	tRNA-Glu(ttc)	SO:0000259
contig_1	tRNA	364302	364377	-	CR182_00501	trnN	tRNA-Asn(gtt)	SO:0000257
contig_1	cds	364684	365136	+	CR182_00502		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	365371	365508	+	CR182_00503		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	366358	366528	+	CR182_00504	pnuC	(pseudo) nicotinamide riboside transporter PnuC	GO:0015663, GO:0015890, GO:0016020, KEGG:K03811, SO:0001217, UniRef:UniRef50_UPI0020A01A32, UniRef:UniRef90_UPI0020A01A32
contig_1	cds	366687	368027	-	CR182_00505		Xanthine/uracil permease	SO:0001217, UniRef:UniRef50_R4U727
contig_1	ncRNA-region	368197	368297	-			Purine riboswitch aptamer	RFAM:RF00167, SO:0000035
contig_1	cds	368338	369018	-	CR182_00506		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A0H3XLU8
contig_1	cds	369757	369939	-	CR182_00507		hypothetical protein	
contig_1	cds	370042	370758	-	CR182_00508		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI003294C799, UniRef:UniRef90_UPI0037DCDDDE
contig_1	cds	370706	370972	-	CR182_00509		hypothetical protein	
contig_1	cds	371117	371266	-	CR182_00510		hypothetical protein	
contig_1	cds	371321	371602	-	CR182_00511		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0032B30A67, UniRef:UniRef90_UPI0032B30A67
contig_1	cds	371736	372317	-	CR182_00512	rnc	(pseudo) ribonuclease III	EC:3.1.26.3, GO:0003723, GO:0003725, GO:0004525, GO:0005737, GO:0006364, GO:0006396, GO:0006397, GO:0008033, GO:0010468, GO:0019843, GO:0046872, SO:0001217, UniRef:UniRef50_Q53844, UniRef:UniRef90_Q53844
contig_1	cds	372482	373486	-	CR182_00513	plsX	phosphate acyltransferase PlsX	EC:2.3.1.274, GO:0008610, GO:0043811, KEGG:K03621, SO:0001217, UniRef:UniRef50_W0GPT5, UniRef:UniRef90_A0A0K2JIL2
contig_1	cds	373566	375671	-	CR182_00514	pnp	polyribonucleotide nucleotidyltransferase	EC:2.7.7.8, GO:0000175, GO:0000287, GO:0003723, GO:0004654, GO:0005829, GO:0006396, GO:0006402, KEGG:K00962, SO:0001217, UniRef:UniRef50_Q14LB9, UniRef:UniRef90_Q14LB9
contig_1	cds	375779	376093	+	CR182_00515		Rhodanese domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0K2JI46, UniRef:UniRef90_A0A0K2JI46
contig_1	cds	376155	377282	-	CR182_00516	dnaJ	molecular chaperone DnaJ	EC:1.8.4.-, GO:0005515, GO:0005524, GO:0006457, GO:0009408, SO:0001217, UniRef:UniRef50_A0A2P6FAR0, UniRef:UniRef90_A0A0K2JI45
contig_1	cds	377349	379127	-	CR182_00517	dnaK	molecular chaperone DnaK	GO:0005524, GO:0006457, GO:0016887, SO:0001217, UniRef:UniRef50_A5I640, UniRef:UniRef90_A0A0K2JJ66
contig_1	cds	379156	379779	-	CR182_00518	grpE	Protein GrpE	KEGG:K03687, SO:0001217, UniRef:UniRef50_W0GNJ2, UniRef:UniRef90_A0A0K2JIL8
contig_1	cds	379772	380833	-	CR182_00519	hrcA	heat-inducible transcriptional repressor HrcA	GO:0003677, GO:0006355, KEGG:K03705, SO:0001217, UniRef:UniRef50_W6AA46, UniRef:UniRef90_A0A0K2JIK4
contig_1	cds	380921	382774	-	CR182_00520	clpB	ATP-dependent protease ATP-binding subunit ClpB	SO:0001217, UniRef:UniRef50_Q88VX7, UniRef:UniRef90_A0A0K2JI51
contig_1	cds	382896	383060	-	CR182_00521		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000D6711F4
contig_1	cds	383252	383746	+	CR182_00522		HAD hydrolase family protein	SO:0001217, UniRef:UniRef50_UPI00313ABB11
contig_1	cds	383731	384120	+	CR182_00523		(pseudo) Hydrolase	EC:3.1.3.104, KEGG:K21064, SO:0001217, UniRef:UniRef50_A0A654ILH6, UniRef:UniRef90_A0A0K2JI50
contig_1	cds	384421	384558	-	CR182_00524		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	384823	385242	-	CR182_00525		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	385331	386122	-	CR182_00526		Aldo/keto reductase	SO:0001217, UniRef:UniRef50_R4UEV6, UniRef:UniRef90_Q14LA8
contig_1	cds	386143	386316	-	CR182_00527		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0037DD38B2, UniRef:UniRef90_UPI0037DD38B2
contig_1	cds	386513	386776	-	CR182_00528		hypothetical protein	
contig_1	cds	386828	387043	-	CR182_00529		(pseudo) fructose-bisphosphatase	SO:0001217, UniRef:UniRef50_A0A345DRP9, UniRef:UniRef90_A0A345DRP9
contig_1	cds	387221	387835	-	CR182_00530		(pseudo) Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A345DRT3, UniRef:UniRef90_A0A345DRT3
contig_1	cds	387844	388383	-	CR182_00531	eamA	(pseudo) EamA domain-containing protein	SO:0001217, UniRef:UniRef50_R4UMK0, UniRef:UniRef90_A0A345DRQ0
contig_1	cds	388983	389225	+	CR182_00532		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A2P6FA50
contig_1	cds	389449	390129	+	CR182_00533		hypothetical protein	
contig_1	cds	390192	390563	+	CR182_00534		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	390880	391017	+	CR182_00535		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	391454	391645	+	CR182_00536		hypothetical protein	
contig_1	cds	391739	391897	+	CR182_00537		Transposase of is30 family protein	SO:0001217, UniRef:UniRef50_A0A345DQG8
contig_1	cds	393529	393837	-	CR182_00538		hypothetical protein	
contig_1	cds	393940	394113	-	CR182_00539		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0K2JJ79, UniRef:UniRef90_A0A0K2JJ79
contig_1	cds	394302	394868	-	CR182_00540		hypothetical protein	SO:0001217, UniRef:UniRef50_A0AAI9T3H6, UniRef:UniRef90_UPI0037DC641B
contig_1	cds	395007	396644	-	CR182_00541		lipoprotein	SO:0001217, UniRef:UniRef50_A0A1J0U0B9, UniRef:UniRef90_UPI0037DDA8A2
contig_1	cds	396680	398314	-	CR182_00542		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A1J0U0B9
contig_1	cds	398364	398477	-	CR182_00543		hypothetical protein	
contig_1	cds	398813	398923	+	CR182_00544		IS5/IS1182 family transposase	SO:0001217, UniRef:UniRef50_A0A2P6F9Y9
contig_1	cds	398980	399264	+	CR182_00545		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FBT4
contig_1	cds	399981	400256	+	CR182_00546		Transposase	SO:0001217, UniRef:UniRef50_E7FTV0
contig_1	cds	400343	401089	+	CR182_00547		Transposase	SO:0001217, UniRef:UniRef50_K4L1U4
contig_1	cds	401461	401643	-	CR182_00548		hypothetical protein	PFAM:PF00665.32
contig_1	cds	401680	401805	-	CR182_00549		hypothetical protein	
contig_1	cds	402127	402375	-	CR182_00550		(pseudo) Transposase	SO:0001217, UniRef:UniRef50_A0AAX3T064, UniRef:UniRef90_UPI00209D5C42
contig_1	cds	402451	402564	-	CR182_00551		hypothetical protein	
contig_1	cds	402557	403447	-	CR182_00552	ylqF	ribosome biogenesis GTPase YlqF	GO:0003924, GO:0005525, GO:0005737, GO:0042254, SO:0001217, UniRef:UniRef50_R4U5J0, UniRef:UniRef90_A0A432ZXM7
contig_1	cds	403503	404351	-	CR182_00553		Ribosome biogenesis GTPase A	SO:0001217, UniRef:UniRef50_A0A345DND4, UniRef:UniRef90_A0A345DND4
contig_1	cds	404418	404774	-	CR182_00554	rplS	50S ribosomal protein L19	GO:0000311, GO:0003735, GO:0006412, GO:0022625, KEGG:K02884, SO:0001217, UniRef:UniRef50_Q044E2, UniRef:UniRef90_A0A0K2JFJ9
contig_1	cds	404819	405529	-	CR182_00555	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	EC:2.1.1.228, GO:0002939, GO:0005829, GO:0030488, GO:0052906, KEGG:K00554, SO:0001217, UniRef:UniRef50_Q6XYU1, UniRef:UniRef90_Q6XYU1
contig_1	cds	405531	406019	-	CR182_00556		16S rRNA processing protein	SO:0001217, UniRef:UniRef50_A0A3S0SZV9, UniRef:UniRef90_A0A0K2JG45
contig_1	cds	406020	406271	-	CR182_00557		KH domain-containing protein	SO:0001217, UniRef:UniRef50_W0GM83, UniRef:UniRef90_A0A3S0TTT9
contig_1	cds	406291	406656	-	CR182_00558		Small ribosomal subunit protein bS16	SO:0001217, UniRef:UniRef50_P62237
contig_1	cds	406772	406861	-	CR182_00559		hypothetical protein	
contig_1	cds	407473	407676	-	CR182_00560		(pseudo) IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0AAJ4EJG9, UniRef:UniRef50_UPI0030D03177, UniRef:UniRef90_A0AAJ4EJG9
contig_1	cds	407713	408237	-	CR182_00561		(pseudo) IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_Q14MS8, UniRef:UniRef90_A0A3S0U8H0
contig_1	cds	408739	408855	+	CR182_00562		(pseudo) Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JFE2, UniRef:UniRef90_A0A0K2JFE2
contig_1	cds	409289	409414	+	CR182_00563		(pseudo) p58	SO:0001217, UniRef:UniRef50_A0A0K2JHB5, UniRef:UniRef90_A0A2P6F9U4
contig_1	cds	410287	410706	-	CR182_00564		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	411106	411459	+	CR182_00565		Transmembrane protein	SO:0001217, UniRef:UniRef50_S5M0Q5
contig_1	cds	411462	411974	+	CR182_00566		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JIQ9, UniRef:UniRef90_A0A0K2JIQ9
contig_1	cds	412012	413274	+	CR182_00567	tyrS	tyrosine--tRNA ligase	EC:6.1.1.1, GO:0000166, GO:0004831, GO:0005524, GO:0006437, KEGG:K01866, SO:0001217, UniRef:UniRef50_Q6F0M8, UniRef:UniRef90_A0A0K2JJA3
contig_1	cds	413344	413589	-	CR182_00568		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JIP6, UniRef:UniRef90_A0A0K2JIP6
contig_1	cds	413823	414041	+	CR182_00569		transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FAM1, UniRef:UniRef90_UPI0037DD9F5D
contig_1	cds	414303	414647	+	CR182_00570		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EM05
contig_1	cds	414805	415086	-	CR182_00571		(pseudo) restriction endonuclease PLD domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001F541D6B, UniRef:UniRef90_UPI0030CB9276
contig_1	cds	415746	416054	-	CR182_00572		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A345DRU1
contig_1	cds	416254	417321	-	CR182_00573		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0AAJ4JZ31, UniRef:UniRef90_A0A0K2JIR9
contig_1	cds	417360	418382	-	CR182_00574		nicotinate phosphoribosyltransferase	EC:6.3.4.21, KEGG:K00763, SO:0001217, UniRef:UniRef50_A0A1J9YIG3, UniRef:UniRef90_A0A0K2JIQ6
contig_1	cds	418369	418995	-	CR182_00575		Phenylalanine--tRNA ligase beta subunit	SO:0001217, UniRef:UniRef50_A0A2P6FAJ7
contig_1	cds	418998	419243	-	CR182_00576		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0006A961E2
contig_1	cds	419253	420062	-	CR182_00577		(pseudo) putative metallopeptidase m42 family protein	SO:0001217, UniRef:UniRef50_W0GS86, UniRef:UniRef90_Q14Q56
contig_1	cds	420216	421058	+	CR182_00578	degV	DegV family protein	SO:0001217, UniRef:UniRef50_W0GMM1, UniRef:UniRef90_A0A0K2JI99
contig_1	cds	421074	421931	+	CR182_00579	degV	DegV family protein	SO:0001217, UniRef:UniRef50_W0GQQ3, UniRef:UniRef90_A0A0K2JJB5
contig_1	tRNA	421987	422079	-	CR182_00580	trnS	tRNA-Ser(cga)	SO:0000269
contig_1	tRNA	422091	422165	-	CR182_00581	trnW	tRNA-Trp(cca)	SO:0000271
contig_1	cds	422645	423430	-	CR182_00582		(pseudo) IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A2S8NUK1, UniRef:UniRef90_UPI0020A01FF6
contig_1	tRNA	423535	423610	-	CR182_00583		tRNA-Xxx	
contig_1	cds	423682	424167	-	CR182_00584		Putative ferric uptake regulation transcription regulator protein	SO:0001217, UniRef:UniRef50_W0GS11, UniRef:UniRef90_Q14Q59
contig_1	cds	424182	424406	-	CR182_00585		Acyl carrier protein	SO:0001217, UniRef:UniRef50_A0A1J0U1U9, UniRef:UniRef90_A0A0K2JIR1
contig_1	cds	425437	426582	+	CR182_00586		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A2S8NUK1, UniRef:UniRef90_UPI0020A01FF6
contig_1	cds	426752	426958	-	CR182_00587		hypothetical protein	
contig_1	cds	427036	427266	-	CR182_00588		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DRV3, UniRef:UniRef90_A0A345DRV3
contig_1	cds	427485	427715	-	CR182_00589		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1J0U1U7, UniRef:UniRef90_UPI0030D04AA3
contig_1	cds	427772	429196	-	CR182_00590	proS	proline--tRNA ligase	EC:6.1.1.15, GO:0004827, GO:0005524, GO:0005737, GO:0006433, KEGG:K01881, SO:0001217, UniRef:UniRef50_Q2SSG0, UniRef:UniRef90_A0A2S8NPV5
contig_1	cds	429200	429886	-	CR182_00591		Acetyltransferase	SO:0001217, UniRef:UniRef50_W0GS94
